no,customerID,productID,quantity,price,transactionDate,paymentMethod,storeLocation,productCategory,discountAppliedInPercentage,totalAmount
15,798425,D,5,95.01176197,10/27/2023 17:50,Cash,"1573 Petty Parkway Apt. 835
Jordanmouth, IN 05999",Clothing,16.24839531,397.8693765
16,780621,B,2,19.91484964,9/23/2023 18:51,Cash,"419 Kerr Passage Apt. 443
Martinezfort, MN 45678",Clothing,14.46467762,34.06846168
17,633299,D,8,90.11467295,2/28/2024 21:34,Credit Card,"1250 Gary Way Apt. 756
South Thomasport, ND 39813",Clothing,15.17441385,611.5223964
18,271379,D,6,16.70799791,2/1/2024 2:35,PayPal,"73061 Larry Pass Apt. 190
Fischerstad, PW 81056",Clothing,18.3335909,81.86893153
19,246231,B,2,47.31868527,4/28/2024 21:20,Credit Card,"103 Noah Court Apt. 298
South Caseymouth, FM 01144",Electronics,6.904600086,88.10303858
20,818911,B,5,77.09057502,4/6/2024 18:59,Credit Card,"44623 Elizabeth Throughway Apt. 440
Amberview, VA 51707",Books,19.25257426,311.2432741
21,35935,B,1,45.55602032,1/21/2024 21:44,Credit Card,"9990 Frank Views
Davisstad, MS 73745",Home Decor,18.39618315,37.17545138
22,274967,D,6,61.40081305,4/24/2024 12:16,Credit Card,"12858 Kidd Roads
Cantuberg, AR 21025",Books,15.43425899,311.5443153
23,175504,C,9,54.17017953,11/28/2023 21:59,Cash,"90868 Garcia Bypass Apt. 888
New Joshua, WY 53394",Books,11.00572372,433.8752331
24,589752,A,1,64.4179452,10/22/2023 23:46,Debit Card,"78412 Hernandez Lock Suite 138
South Lauren, PA 69595",Clothing,0.111047537,64.34641065
25,86522,B,3,25.38440527,8/2/2023 11:16,Debit Card,"5446 Brooke Row Apt. 988
West Mary, OH 86664",Clothing,15.14174264,64.62229185
26,609241,A,7,62.02823758,6/12/2023 7:02,PayPal,"Unit 7268 Box 3644
DPO AP 43969",Clothing,18.38875557,354.3541161
27,869542,A,4,98.85379367,3/24/2024 15:55,Cash,"750 Alyssa Junctions Suite 666
Port Richard, NV 18166",Home Decor,8.930830423,360.101316
28,418277,A,9,27.45019354,11/29/2023 11:40,Credit Card,"71524 Margaret Dam
North Rhondaborough, VA 49112",Clothing,4.398935343,236.1840955
29,284956,B,3,16.02541232,3/17/2024 10:12,PayPal,"942 Howell Island
Bowenfurt, NJ 02752",Home Decor,14.79229223,40.96465951
30,237711,D,5,45.26114439,5/3/2023 16:18,Credit Card,"44122 Jones Radial Suite 913
Scottshire, IN 05723",Books,12.03191072,199.0768195
31,47999,D,3,43.69259776,3/12/2024 18:31,PayPal,"257 Martin Falls
Whitakerborough, SC 38376",Home Decor,19.97503164,104.8949626
32,43807,C,7,21.31634724,9/25/2023 8:00,Debit Card,"4565 Wright Land
North Daniel, IA 65963",Home Decor,3.594113899,143.8514941
33,628270,A,5,61.43280267,6/4/2023 0:37,Debit Card,"6472 Jones Courts Apt. 861
West Dawnport, KS 09150",Books,6.323547799,287.7403501
34,550741,D,9,49.3833028,10/3/2023 13:19,Cash,"4314 Thomas Walk
Daleshire, IL 52627",Clothing,17.0641798,368.608025
35,101274,D,7,85.31977157,12/16/2023 23:10,Credit Card,"70323 Stacey Underpass Suite 300
Bishopberg, IL 77977",Books,13.2077957,518.3563731
36,140471,B,2,48.06615492,6/20/2023 16:12,Credit Card,"21894 Raymond Ports
North Gabriela, WA 85466",Electronics,16.51721833,80.25392634
37,635224,B,4,98.70968076,12/23/2023 10:49,PayPal,"13996 Peter Mountain Apt. 674
Craigport, FM 62580",Books,13.84911501,340.1570542
38,2398,C,9,80.18639604,4/20/2024 11:19,Credit Card,"49823 Robin Rue
Leonardchester, VT 82863",Electronics,4.456275585,689.5176233
39,857878,C,2,53.87055008,1/15/2024 19:14,Debit Card,"265 Williams Passage
North Andrew, GU 20893",Books,12.07332915,94.73316251
40,939765,B,9,59.69753447,7/9/2023 5:55,Debit Card,"763 Castro Greens Suite 106
Lake Katrina, OK 64411",Books,18.77811951,436.3871409
41,11882,D,5,88.00755476,5/28/2023 7:45,Debit Card,"711 Megan Garden Apt. 572
Nathanview, ND 02023",Electronics,13.07468591,382.504217
42,147124,C,2,79.67386347,5/25/2023 10:49,Cash,"USNS David
FPO AE 12953",Clothing,12.91378242,138.7699082
43,895908,B,4,69.19620564,10/8/2023 19:08,Debit Card,"53378 Lauren Union Suite 356
Mullinsborough, MP 94292",Electronics,16.51074194,231.0855948
44,589251,A,7,34.01289338,12/13/2023 3:37,PayPal,"991 Dennis Overpass Suite 417
South Julie, VA 10018",Clothing,14.11085151,204.4936915
45,608105,B,8,46.93122876,10/24/2023 3:23,Cash,"55336 Meagan Loaf
Martinstad, NH 88472",Home Decor,16.11718005,314.9379049
46,800568,D,3,80.84663037,3/25/2024 14:42,Credit Card,"6238 Scott Fork Suite 235
North Andrewmouth, MD 44878",Electronics,5.868724608,228.3058928
47,985370,A,1,66.47187502,12/19/2023 21:54,PayPal,"602 Smith Plains
Port Jacquelinechester, DC 13268",Electronics,10.5145845,59.48263356
48,240172,B,4,96.08493944,12/27/2023 5:26,PayPal,"8369 Gentry Tunnel Suite 510
East Edwardstad, RI 25668",Clothing,17.4431825,317.2986724
49,232632,D,2,88.55958357,8/12/2023 2:00,Credit Card,"3811 William Station Suite 818
Garciafort, OH 36967",Home Decor,12.84060049,154.3760025
50,138129,B,8,48.43840968,1/6/2024 3:16,Cash,"2059 Moore Station
Clarkehaven, WI 88632",Clothing,6.596179738,361.9466009
51,201514,B,4,36.44356796,6/16/2023 14:07,Cash,"0894 Leonard Cliff
North Ellenstad, MN 82818",Books,5.640954187,137.5512119
52,143001,A,2,21.16617709,6/26/2023 9:23,PayPal,"31207 Johnson Crest
Georgeland, WV 31249",Home Decor,15.30872409,35.85181088
53,391352,D,6,46.6865179,5/8/2023 0:15,Cash,"5091 Sullivan Mountains
Joshuaside, FM 03816",Home Decor,13.83077927,241.376452
54,94047,A,6,30.40141062,3/29/2024 18:32,Cash,"9919 Smith Island Apt. 355
Peterview, OK 37147",Electronics,9.811217151,164.5119732
55,182358,C,4,11.50353148,11/27/2023 10:44,Credit Card,"00172 Tamara Lake
Woodsville, TX 24419",Books,3.970779906,44.18700627
56,91439,D,6,22.43927871,4/26/2024 13:07,PayPal,"18886 Kara Brooks Apt. 597
East Kellyfort, WV 95330",Electronics,5.872273942,126.7294968
57,370994,D,2,50.77103606,10/1/2023 9:48,Credit Card,"728 Richard Flats
Janeport, WV 96023",Clothing,17.63195806,83.63821655
58,194267,C,2,90.31749132,5/20/2023 13:23,PayPal,"46843 Christina Points Apt. 345
Snyderhaven, ME 39116",Clothing,6.837288023,168.2844486
59,597183,D,4,38.88635212,5/19/2023 19:02,Cash,"60674 Robles Overpass
Jonfort, DC 58160",Clothing,10.30417712,139.5177341
60,173860,D,8,49.70081448,8/24/2023 3:49,Cash,"91529 Cody Mills Suite 147
Churchmouth, FL 72882",Clothing,6.426451838,372.0545246
61,667324,A,7,44.56655375,3/15/2024 13:29,PayPal,"1347 Chang Rue Suite 808
Kennethmouth, AL 49384",Electronics,15.72327504,262.9146235
62,74054,A,9,43.20773421,4/16/2024 5:10,Debit Card,"454 Mendoza Springs Suite 108
Davidtown, FL 92203",Home Decor,3.940537885,373.5460537
63,766020,B,8,75.03749694,9/7/2023 17:20,PayPal,"68293 Ryan Station
Martinchester, OH 22553",Home Decor,16.61582338,500.5551919
64,301389,A,5,55.54281545,3/31/2024 20:19,Debit Card,"15068 Regina Isle
Ariasshire, AZ 83493",Electronics,9.025839192,252.6480512
65,604511,D,2,46.75985559,10/24/2023 21:15,Credit Card,"56928 Patricia Mountains
West Andrea, OH 00781",Books,8.785967794,85.30309947
66,107408,D,5,94.89902096,4/24/2024 17:03,Cash,"67679 Chen Rapids Apt. 359
Williamchester, AS 53803",Books,18.44927581,386.9541942
67,62783,C,8,34.86587311,7/1/2023 22:17,Credit Card,"98846 Joe Hills Suite 859
Nelsonside, MS 19302",Electronics,4.863213028,265.3621714
68,937640,C,9,84.95648436,10/6/2023 8:15,Credit Card,"55894 Linda Courts Apt. 063
Stevenbury, MA 20451",Home Decor,15.53718329,645.809757
69,116855,B,9,56.35052523,12/24/2023 22:56,Cash,"6918 Ashley Walks
West Jean, MN 95503",Electronics,19.3004819,409.2714208
70,775212,D,1,49.7519958,2/25/2024 8:51,Debit Card,"005 Faulkner Walk
Matthewhaven, NC 85743",Books,19.15562133,40.22169188
71,624973,D,9,15.66692134,11/22/2023 2:05,PayPal,"47515 Grimes Grove Apt. 919
East James, GA 19407",Electronics,14.96717317,119.8982348
72,210377,A,7,87.26431386,3/2/2024 22:56,Debit Card,"Unit 4486 Box 3431
DPO AE 41617",Books,5.36747935,578.0629389
73,73098,C,9,34.35962323,1/2/2024 16:43,Cash,"696 Cruz Highway Suite 922
Amberview, MN 52354",Electronics,17.90654433,253.8630186
74,600510,B,8,71.14204196,9/29/2023 10:47,Cash,"28132 Wolfe Bypass
West Russellberg, MI 13911",Electronics,8.220374972,522.3511948
75,120603,A,1,88.70304269,3/3/2024 22:13,Credit Card,"04736 Nicholas Islands Suite 795
Jamesland, IN 70189",Clothing,7.700165198,81.87276186
76,449129,B,8,58.25233549,11/7/2023 10:54,Debit Card,"3011 Smith Island Suite 451
East Philliphaven, WY 63813",Clothing,7.809105877,429.6267915
77,300948,B,8,67.66009434,11/15/2023 0:21,Debit Card,"67274 Mendez Curve
Hawkinsfurt, NY 02451",Home Decor,1.213184505,534.7140205
78,268031,C,3,40.61638711,12/1/2023 17:31,PayPal,"172 Christopher Route
North Christyside, MO 24531",Electronics,7.121015695,113.1722634
79,70530,C,1,75.38851452,6/8/2023 19:38,PayPal,"PSC 8454, Box 4823
APO AE 17356",Books,18.43627657,61.48967949
80,54429,D,8,69.09431329,12/8/2023 4:16,Debit Card,"5933 Roberts Wall Apt. 225
South Dannyborough, WA 41280",Home Decor,5.371900825,523.0610825
81,120177,D,3,50.03074725,3/23/2024 11:50,PayPal,"42485 Kristina Walks
Catherinemouth, CT 93272",Electronics,6.031257077,141.0397928
82,853797,D,3,67.11419404,4/16/2024 4:11,Credit Card,"904 Elizabeth Gardens Suite 981
New Isaiah, PR 39559",Books,15.50945109,170.1154528
83,127138,D,1,33.63936661,5/31/2023 7:24,Debit Card,"008 Knight Pines
Myersberg, FM 97841",Home Decor,1.244171467,33.22083521
84,472995,B,5,69.2038385,5/19/2023 2:21,Cash,"Unit 5493 Box 4915
DPO AE 46180",Books,16.49585071,288.9403831
85,493821,A,7,70.54673544,12/28/2023 11:49,Credit Card,"280 Grant Junctions Apt. 423
Crosbyfort, NV 96865",Electronics,17.13967728,409.1867686
86,571728,A,9,50.03989495,1/11/2024 14:19,Credit Card,"4918 Benson Springs Apt. 545
Bakerville, AS 80512",Books,2.865302125,437.454907
87,509745,C,7,32.44361216,3/1/2024 18:51,Debit Card,"Unit 4248 Box 3478
DPO AP 26267",Books,4.70639588,216.4168113
88,229231,B,9,82.27593684,6/14/2023 22:16,Credit Card,"501 Wright Junction
Port William, DE 66411",Home Decor,14.37946628,634.0058662
89,268207,D,8,77.87144604,3/11/2024 9:34,Debit Card,"469 Walker Forks Apt. 596
Danielburgh, OH 96428",Clothing,9.412914394,564.3317879
90,727748,B,2,15.13826686,1/22/2024 1:18,Credit Card,"27719 Johnson Land Suite 271
Lake Rachel, MS 25472",Electronics,6.271852121,28.37763431
91,216500,A,1,54.48413965,7/2/2023 6:11,Credit Card,"616 Edwards Walk Suite 451
North Thomasmouth, TN 07097",Books,7.935460701,50.16057216
92,892466,C,7,18.28998616,10/18/2023 18:23,PayPal,"96496 Patrick Islands
Lake Nicole, IN 92062",Home Decor,15.52832487,108.1490038
93,867913,D,7,38.76064825,7/30/2023 12:20,PayPal,"81215 Drake Centers
South Ashleyhaven, IL 05545",Clothing,2.444920689,264.690868
94,199367,A,8,48.00152337,11/2/2023 17:35,Debit Card,"2959 Heather Orchard
North Rebecca, MT 87449",Books,15.65384587,323.8995111
95,496177,A,5,25.91976008,8/10/2023 2:46,Cash,"7455 Pena Cape
Tiffanystad, ME 78027",Electronics,5.391257854,122.6117949
96,497860,B,3,52.20121515,12/20/2023 7:31,Debit Card,"20633 Jeremiah Trace
North Jose, VT 92231",Home Decor,15.40578351,132.4776269
97,487175,D,8,73.55990778,2/14/2024 12:16,Debit Card,"98751 Isaac Court Apt. 812
East Tracy, IL 95098",Clothing,19.08665624,476.1582484
98,573789,B,6,49.32689403,4/2/2024 6:34,PayPal,"269 Gonzales Prairie
Anthonyburgh, ID 16216",Books,18.67648085,240.6861967
99,63925,B,3,31.07258121,6/7/2023 7:51,Debit Card,"065 Nancy Gateway Suite 237
Port Marcus, AL 04964",Electronics,19.7587519,74.79908093
100,87781,C,1,47.33364372,3/20/2024 2:48,Debit Card,"90846 Fuller Burgs
Hendersontown, VT 91293",Books,4.362300725,45.26880784
101,350384,A,3,63.31661184,12/29/2023 6:54,Credit Card,"319 Cory Park
Dukeland, RI 05923",Electronics,19.41658202,153.0680699
102,829031,D,5,94.27530854,6/19/2023 3:12,Cash,"2155 Hartman Turnpike Apt. 632
Charlestown, MO 76093",Electronics,3.902613929,452.9805361
103,211409,C,3,54.95003129,9/6/2023 17:42,Credit Card,"PSC 4308, Box 2125
APO AE 53765",Clothing,0.980459509,163.2338054
104,13104,D,1,89.90766963,6/20/2023 3:01,Debit Card,"85150 Harris Garden
Rodriguezville, NY 80407",Clothing,3.435628997,86.81877567
105,113126,B,5,98.61003733,1/22/2024 7:51,PayPal,"373 Wagner Extensions
Port Heidi, IN 15041",Electronics,0.433074844,490.9149103
106,954635,C,7,60.3116587,1/31/2024 12:14,Cash,"344 Sutton Plains Apt. 541
Tammyport, LA 57073",Electronics,0.110103223,421.7167753
107,123054,A,7,23.23620157,8/18/2023 14:33,PayPal,"407 Klein Club Apt. 003
Davistown, AS 09777",Books,12.08886147,142.9904655
108,142499,B,9,88.77816489,5/8/2023 0:23,Credit Card,"409 Hampton Hill
Lake Gail, MA 03704",Electronics,0.888264045,791.9062233
109,965904,D,3,87.61206739,5/24/2023 3:49,Cash,"86293 Nancy Radial
South Jamesview, FM 65253",Electronics,5.854469012,247.4485382
110,282062,D,7,88.17045193,7/29/2023 21:58,Cash,"85502 Colleen Fields Suite 061
Johnsonside, MD 12669",Books,9.014604013,561.5556438
111,477717,D,1,95.54941634,6/12/2023 9:56,PayPal,"62861 Cruz Wall Suite 673
North Teresabury, AS 87155",Electronics,4.447918859,91.29945583
112,425222,D,4,34.87919125,2/5/2024 18:58,Debit Card,"785 Gomez Knoll
Jeffreyport, VT 46521",Home Decor,19.06080968,112.9237399
113,649944,C,4,40.00875001,9/21/2023 5:43,Credit Card,"60384 Mark Divide
Port Hannahfurt, NM 16259",Books,6.147555635,150.1967594
114,235323,B,5,71.83872922,8/26/2023 13:42,Debit Card,"77571 Aguilar Crescent
New Timside, TN 43984",Home Decor,0.462871045,357.5310427
115,397000,B,7,60.7513013,4/25/2024 20:36,PayPal,"494 Lopez Spring
Debrafort, DC 31407",Clothing,8.037027267,391.0809185
116,986917,D,7,88.15321933,2/3/2024 6:20,Debit Card,"17681 Patterson Brook
West Curtisborough, FM 27507",Home Decor,2.265975151,603.089825
117,391278,C,4,32.90556652,10/26/2023 16:17,Debit Card,"274 Clinton Row
South Lisa, GU 59454",Clothing,17.0030783,109.2424291
118,945683,A,7,69.25684863,11/9/2023 10:42,Credit Card,"21205 Matthew Coves Apt. 355
Lake Graceton, WA 89273",Electronics,10.70596275,432.8956535
119,999329,D,3,94.63688687,7/1/2023 12:02,PayPal,"88318 Jeffrey Harbor
Aliciafort, ME 52389",Books,1.830624263,278.7133232
120,934277,A,6,29.42846622,7/4/2023 6:45,PayPal,"841 Jennifer Lodge Suite 593
West Amandabury, NM 27811",Clothing,7.311670811,163.6605219
121,174338,D,2,37.61916743,5/19/2023 14:02,Credit Card,"22794 James Fort Suite 378
East Victoria, AZ 38497",Clothing,7.448973926,69.63385092
122,545912,A,9,46.66759982,11/13/2023 22:43,Credit Card,"957 John Grove Suite 224
Carrollfurt, MA 25724",Home Decor,15.36549112,355.4720453
123,88220,A,5,17.8385125,2/23/2024 17:23,Cash,"92480 Kelsey Club Apt. 792
North Danabury, NV 52001",Books,19.4253636,71.86658291
124,173080,C,6,25.91827387,7/8/2023 4:57,PayPal,"3346 Hunt Vista
West Michaelside, HI 52847",Home Decor,6.190253151,145.8832026
125,400897,D,4,44.38842668,3/11/2024 10:50,Credit Card,"235 Logan Road
Port Marcusport, WY 03455",Electronics,4.343152928,169.8422777
126,636398,C,7,16.69540414,6/10/2023 10:41,Cash,"PSC 3555, Box 8474
APO AA 67962",Home Decor,14.88628199,99.4705544
127,638748,A,9,42.63801915,5/4/2023 8:33,PayPal,"490 Young Fields
Smallberg, MT 45964",Electronics,10.24981199,344.4093212
128,597048,D,7,31.97276084,10/16/2023 18:45,Debit Card,"780 Kristi Creek
West Hannahberg, MS 83311",Books,14.73131551,190.8392679
129,472957,B,1,87.80595497,6/22/2023 2:56,PayPal,"14566 Alyssa Court Suite 449
Melindafort, FM 88989",Home Decor,1.069206714,86.86712781
130,84596,D,1,64.76441874,2/1/2024 4:22,Cash,"5501 Harold Spurs Apt. 087
East Tracyport, UT 09987",Home Decor,19.9400979,51.85033024
131,562014,A,9,90.86410263,4/8/2024 6:09,Debit Card,"68754 James Branch Apt. 009
Alexisville, NE 90702",Books,9.685291703,738.5728431
132,469434,B,9,28.25982796,12/5/2023 4:58,PayPal,"4321 Susan Valleys
West Benjamin, ID 64991",Electronics,16.69877986,211.8670335
133,252922,A,4,17.34917877,8/26/2023 13:34,Cash,"Unit 1535 Box 5709
DPO AP 57706",Clothing,3.582091919,66.91086094
134,977032,A,9,41.86424795,5/11/2023 10:36,Debit Card,"96028 Eddie Estate
Mitchellville, NE 77272",Clothing,3.135656986,364.9637586
135,745071,C,3,15.07826861,5/31/2023 16:39,PayPal,"080 Thomas Route Suite 101
South Jamesmouth, WA 54676",Home Decor,7.175804257,41.9888447
136,638578,D,7,89.51626496,7/7/2023 16:05,PayPal,"4048 David Islands Apt. 534
Daviston, AZ 16773",Books,4.85644891,596.182673
137,254206,A,6,26.93368276,2/14/2024 23:43,PayPal,"3530 Ellis Avenue
Port Tracy, ME 79036",Electronics,3.244001859,156.3597216
138,937354,A,8,22.69652511,3/19/2024 11:20,PayPal,"50572 Steven Square Apt. 432
Thomasstad, GU 29278",Home Decor,1.904333216,178.1144611
139,758832,B,9,80.90037402,2/25/2024 13:48,Debit Card,"248 Cochran Village
West Dianaland, TX 12916",Home Decor,2.095020551,712.8494511
140,889978,D,5,74.11664449,11/21/2023 7:56,Debit Card,"8906 Williams Prairie Apt. 061
Nicolemouth, KS 94341",Electronics,3.302831309,358.3434838
141,381440,B,1,15.12604253,1/15/2024 17:11,Cash,"505 Dennis Courts
North Christopherburgh, DE 62352",Books,2.023900944,14.81990641
142,330581,D,3,55.86087198,12/1/2023 0:32,PayPal,"30842 Simon Mountains
New Davidbury, KS 13404",Home Decor,11.0954571,148.9885587
143,630099,D,8,50.39649003,8/1/2023 17:31,Debit Card,"031 Khan Parkway Apt. 597
North Tanyaland, OR 29820",Books,16.96378135,334.7787172
144,933612,A,6,44.8171824,1/24/2024 23:06,Debit Card,"271 Cooper Haven
Anthonystad, OH 91347",Clothing,17.09178318,222.9427605
145,402432,D,8,21.40301423,5/8/2023 21:06,Cash,"68018 Griffin Square
North Michaelborough, MP 69490",Electronics,18.96759544,138.7470166
146,517772,A,9,80.86168186,2/1/2024 23:37,Cash,"03368 Ashley Divide
Gailport, WV 40464",Clothing,8.312041384,667.2638286
147,35839,B,4,31.59602153,12/30/2023 9:31,Debit Card,"7700 Anthony Manors Apt. 103
Powellborough, MO 60997",Electronics,16.37203738,105.6924363
148,225733,D,1,51.24117781,5/16/2023 16:23,Credit Card,"019 Marvin Cape
Terrifurt, MA 99203",Home Decor,14.22218199,43.95356425
149,776979,A,1,89.29578752,12/17/2023 11:19,Debit Card,"758 Ashley Ports Suite 163
West Mary, RI 71233",Clothing,18.37811716,72.88490307
150,221937,A,4,38.64182086,4/22/2024 20:17,Credit Card,"9425 Brandon Oval Suite 482
Crystalberg, MI 21625",Clothing,12.22981448,135.6639914
151,175416,D,7,13.21589879,3/7/2024 5:54,Debit Card,"00330 Bates Valleys Suite 357
Bryanttown, IL 67826",Books,3.891313774,88.91138691
152,646696,D,2,90.02191983,8/30/2023 4:53,Cash,"530 Anderson Drive
South Phillipfort, WV 81658",Books,16.26285021,150.7635797
153,688072,C,3,54.45015887,6/6/2023 11:18,Credit Card,"167 Jason Course Apt. 531
West Paula, ID 11466",Electronics,3.863419042,157.0395632
154,916513,D,1,54.73566233,12/9/2023 12:37,Debit Card,"459 Sutton Mountains Suite 451
Bernardport, WI 12076",Home Decor,8.686718668,49.98092933
155,538692,D,5,59.62741773,12/4/2023 15:19,Debit Card,"09098 Morton Trafficway
North Loretta, AZ 89521",Books,14.21054906,255.7701714
156,172943,A,1,26.19405865,9/9/2023 0:45,Credit Card,"Unit 9800 Box 8766
DPO AE 93292",Electronics,17.69561007,21.55886017
157,481676,D,8,74.33975096,6/21/2023 16:46,Credit Card,"125 Vasquez Cove
Lake Megan, OR 45416",Clothing,5.661595281,561.047481
158,214608,A,1,30.82432032,8/12/2023 4:28,PayPal,"636 Vega Inlet Suite 700
North Stevenview, CT 71706",Home Decor,3.030331887,29.89024111
159,590942,A,1,37.10333556,12/13/2023 12:16,Credit Card,"9412 Saunders Terrace Apt. 183
Harrisfort, OK 19012",Books,12.30596026,32.53741383
160,108361,C,2,66.80700831,5/21/2023 1:38,PayPal,"87005 Smith Harbors Suite 391
Hartchester, WA 85942",Home Decor,7.796451484,123.1968646
161,116067,B,2,77.47805803,8/5/2023 22:32,Cash,"30226 Nina Extension Suite 568
New Jacobport, AL 11051",Books,12.90030588,134.9663031
162,420390,A,6,75.75551913,1/4/2024 14:39,PayPal,"84808 Heather Drives
Everetthaven, TN 48694",Clothing,16.91507631,377.6484916
163,218306,C,7,17.48344175,11/29/2023 4:13,Cash,"73076 Sweeney Pines
Mccarthyborough, KS 56018",Electronics,9.863590182,110.3126269
164,908160,B,5,77.911939,5/2/2023 14:10,PayPal,"31900 Stewart Parkway Apt. 859
Jamesshire, VA 79536",Electronics,1.616726685,383.2615795
165,16642,A,1,69.64528917,2/29/2024 3:59,Cash,"2694 Terrance Spurs Apt. 300
Sheilafort, NH 73334",Electronics,18.64104368,56.66268039
166,147851,C,1,64.45863786,9/24/2023 1:20,Credit Card,"9442 Gray Rapids Apt. 456
West Angelaton, NJ 04734",Clothing,5.865678005,60.67770172
167,714511,A,3,97.01868272,9/27/2023 19:22,Debit Card,"375 Audrey Isle Apt. 650
Gibsonmouth, NC 15026",Electronics,19.43676051,234.4841811
168,143779,A,2,41.2143105,4/7/2024 17:30,Cash,"8659 Clay Street Apt. 193
Christineshire, FM 97293",Books,16.84075858,68.54701594
169,491768,B,5,71.47775954,5/14/2023 21:29,Cash,"PSC 9458, Box 9421
APO AA 84039",Home Decor,6.461854636,334.2948531
170,390190,A,6,61.59105202,7/4/2023 23:14,Cash,"581 Charlotte Land
Lake Jasonhaven, ME 77590",Home Decor,8.409567919,338.469064
171,718553,B,7,44.91639388,3/25/2024 3:43,Debit Card,"4023 Jennifer Prairie Apt. 711
Rodriguezshire, NH 07463",Books,1.527390592,309.6124157
172,490125,C,4,80.9415652,4/2/2024 3:47,PayPal,"9562 Peter Mill
Whitakermouth, PR 71963",Books,15.66106217,273.0610254
173,11452,B,7,46.2832959,3/8/2024 12:40,Credit Card,"0585 Tiffany Square
Staceyborough, WA 20704",Electronics,6.220360362,303.8301567
174,98927,C,8,60.27001303,1/15/2024 4:52,Credit Card,"20309 Clark Inlet Suite 305
South Juliaborough, SC 66330",Electronics,3.409486253,465.7209218
175,23830,C,1,60.45645023,1/14/2024 0:26,Debit Card,"610 Martinez Points Suite 875
Morrisview, KY 61533",Books,16.25173685,50.63122703
176,322347,A,6,56.01948781,12/19/2023 23:26,PayPal,"505 Haynes Stream Suite 207
East Natalie, AR 71209",Home Decor,16.89058253,279.3448199
177,99487,D,8,51.16619973,2/17/2024 21:46,Debit Card,"7089 Marshall Cliff Apt. 323
New Wendymouth, CT 55710",Books,7.345053301,379.2641207
178,174752,B,5,25.10012015,9/12/2023 3:14,PayPal,"1196 Corey Bypass Suite 715
Sosaville, MN 09737",Clothing,5.137626912,119.0528481
179,150760,B,4,31.67611866,5/24/2023 4:28,Debit Card,"0522 Peters Branch
North Brandonville, CT 86024",Books,13.14385457,110.0506228
180,300755,C,2,21.11526402,12/1/2023 8:06,Credit Card,"385 Jamie Extensions
Lake Crystal, ME 45133",Books,5.863023355,39.75454231
181,318978,B,6,75.11420555,10/9/2023 19:33,Cash,"8238 Cristian Course Suite 182
Port Gregory, NC 86391",Home Decor,10.17715166,404.8183136
182,447037,D,6,76.98651829,7/7/2023 15:19,Credit Card,"06505 Park Mews Suite 258
Vasquezton, MN 05747",Electronics,12.84973774,402.5637156
183,494205,D,1,67.46760751,8/26/2023 16:11,Cash,"88341 Hammond Vista Suite 966
East Michelleborough, MI 91511",Electronics,12.35020318,59.13522091
184,375520,D,9,92.58788273,10/5/2023 16:56,Cash,"731 Steven Spring
Fullerhaven, MS 22618",Books,13.99231235,716.6942728
185,550537,C,6,33.84677181,9/26/2023 5:22,Cash,"7636 Matthew Corners
Marshallbury, IN 29188",Electronics,7.306948304,188.2416342
